#Network	Quality Score	P-value	Gene List
N025M03095	0.3226	0.235585	Svm8G0006670 Svm7G0026370 Svm9G0008360 Svm4G0035840 Svm5G0015320 Svm2G0026150 Svm5G0045860 Svm9G0068730 Svm7G0010320 Svm9G0051230 Svm5G0041520 Svm3G0030020 Svm7G0018580 Svm9G0014650 Svm9G0026850 Svm9G0035560 Svm5G0002740 Svm8G0017450 Svm1G0027050 Svm6G0035190 Svm1G0019110 Svm2G0038630 Svm8G0021990 Svm6G0014430 Svm3G0021110 Svm8G0028480 Svm5G0047050 Svm5G0044060 Svm5G0034280 Svm1G0035050 Svm5G0051210 Svm5G0049260 Svm2G0032440 Svm2G0047020 Svm9G0030880 Svm4G0031040 Svm8G0025070 Svm4G0029570 Svm5G0044900 Svm4G0010000 Svm1G0003020 Svm3G0002590 Svm7G0027460 Svm5G0039280 Svm8G0016850 Svm8G0015590 Svm9G0043910 Svm7G0039770 Svm4G0000610 Svm1G0045000 Svm9G0016020 Svm7G0035660 Svm9G0054620 Svm6G0013530 Svm1G0038140 Svm1G0004190 Svm5G0037760 Svm1G0031310
N025M03096	0.1343	0.979716	Svm5G0017250 Svm2G0043290 Svm9G0019520 Svm8G0020700 Svm3G0048960 Svm1G0037110 Svm3G0019310 Svm9G0019140
N025M03097	0.1046	0.936096	Svm3G0013400 Svm5G0042070 Svm2G0043640 Svm2G0055140 Svm5G0043030 Svm9G0007430 Svm1G0039850 Svm5G0039210
N025M03098	0.08199	0.808633	Svm1G0012710 Svm3G0017580 Svm3G0001480
N025M03099	0.1808	0.350739	Svm8G0009360 Svm8G0013360 Svm4G0019120 Svm1G0017090 Svm7G0027650 Svm1G0039620 Svm5G0014810
N025M03100	0.2011	0.886535	Svm7G0029880 Svm2G0029590 Svm7G0018940 Svm7G0027520 Svm9G0049440 Svm5G0044040 Svm5G0042240 Svm9G0006430 Svm4G0031170 Svm6G0008570 Svm4G0006690 Svm3G0004010 Svm5G0028780 Svm5G0018180 Svm2G0043000 Svm3G0031310 Svm4G0036060 Svm8G0002500 Svm2G0043250 Svm7G0018350 Svm6G0016290 Svm9G0055050 Svm1G0025670
N025M03101	0.7077	0.00138921	SvmUn2G0001400 Svm4G0024560 SvmCPG0000560 SvmUn2G0000250 SvmUn2G0000790 SvmUn2G0002070
N025M03102	0.2145	0.614837	Svm4G0017090 Svm6G0002440 Svm5G0050790 Svm1G0038230 Svm9G0033130 Svm8G0036500 Svm6G0023660 Svm1G0045300 Svm7G0011670 Svm1G0010040 Svm5G0054850 Svm6G0012610 Svm1G0023200 Svm4G0011950 Svm2G0035320 Svm4G0038130 Svm9G0014100 Svm4G0004530 Svm9G0003020
N025M03103	0.2831	0.0952151	Svm4G0008280 Svm3G0028680 Svm4G0034480
N025M03104	0.06761	0.952654	Svm2G0016270 Svm2G0042690 Svm2G0044770 Svm2G0044360 Svm3G0020350
N025M03105	0.2574	0.318781	Svm3G0017970 Svm3G0050480 Svm5G0040580 Svm6G0014450 Svm5G0045980 Svm3G0030310 Svm2G0049690 Svm1G0012320 Svm8G0002380 Svm9G0036170 Svm3G0035580 Svm1G0030410 Svm4G0023980 Svm9G0063260 Svm3G0018400 Svm3G0016850
N025M03106	0.1842	0.913257	Svm7G0004640 Svm2G0056760 Svm2G0014640 Svm2G0001360 Svm6G0032850 Svm3G0005340
N025M03107	0.1004	0.808633	Svm6G0020960 Svm9G0026940 Svm8G0024040
N025M03108	0.09903	0.808633	Svm5G0029910 Svm9G0031420 Svm6G0009280
N025M03109	0.06994	0.985452	Svm8G0010930 Svm8G0025400 Svm1G0024670
N025M03110	0.08901	0.992403	Svm4G0012490 Svm1G0041910 Svm9G0000750 Svm9G0030150 Svm2G0043100 Svm3G0024570 Svm3G0020680
N025M03111	0.09516	0.985452	Svm7G0020220 Svm3G0049470 Svm9G0039380
N025M03112	0.1120	0.784551	Svm9G0044940 Svm6G0005820 Svm5G0007590 Svm1G0045180 Svm9G0041240 Svm5G0005640 Svm8G0034540 Svm5G0012990
N025M03113	0.3932	0.0105883	Svm5G0047180 Svm3G0039380 Svm3G0003290 Svm1G0034410 Svm1G0015860
N025M03114	0.1674	0.967053	Svm3G0029400 Svm2G0010840 Svm9G0065220 Svm3G0046490 Svm9G0054880 Svm3G0023050 Svm1G0035590 Svm9G0023930 Svm4G0030900 Svm2G0025140 Svm3G0045520
N025M03115	0.05957	0.928164	Svm6G0027140 Svm4G0033790 Svm5G0014500 Svm8G0034100 Svm1G0002250
N025M03116	0.1266	0.904785	Svm9G0044410 Svm9G0014060 Svm3G0036130
N025M03117	0.08788	0.668740	Svm8G0018440 Svm6G0010410 Svm1G0009270
N025M03118	0.1109	0.953652	Svm1G0045570 Svm9G0051600 Svm4G0036070 Svm2G0016600 Svm4G0014960 Svm2G0018600
N025M03119	0.1463	0.668740	Svm9G0024870 Svm1G0027950 Svm8G0023030
N025M03120	0.09781	0.997641	Svm9G0064380 Svm5G0018490 Svm4G0017210 Svm5G0013680 Svm9G0062820 Svm9G0050450 Svm6G0034690 Svm6G0028860 Svm2G0020810
N025M03121	0.2457	0.331260	Svm6G0035460 Svm2G0036070 Svm3G0051090
N025M03122	0.1344	0.668740	Svm5G0021740 Svm1G0006370 Svm4G0029030
N025M03123	0.05041	0.943824	Svm6G0016880 Svm4G0029920 Svm5G0047630 Svm9G0023100
N025M03124	0.1891	0.649261	Svm6G0013970 Svm3G0027540 Svm1G0022200 Svm5G0011140 Svm5G0048010 Svm9G0016800 Svm1G0008220
N025M03125	0.1740	0.187913	Svm4G0029260 Svm3G0001990 Svm7G0019780
N025M03126	0.2080	0.492483	Svm6G0030970 Svm8G0031340 Svm2G0049880 Svm2G0019510 Svm2G0016360 Svm3G0004030 Svm3G0000820 Svm3G0002720 Svm2G0011240 Svm5G0048450 Svm8G0005240 Svm8G0030180 Svm9G0046370 Svm3G0008540 Svm8G0023250 Svm9G0070640
N025M03127	0.1027	0.952654	Svm4G0036930 Svm2G0016270 Svm4G0016860 Svm2G0044770 Svm2G0044360
N025M03128	0.07636	0.928164	Svm3G0015170 Svm9G0060900 Svm7G0018340 Svm1G0044900 Svm1G0023100
N025M03129	0.1648	0.928164	Svm9G0021960 Svm6G0022660 Svm5G0043390 Svm4G0039220 Svm7G0005670
N025M03130	0.1518	0.649261	Svm3G0013700 Svm6G0015150 Svm9G0044640 Svm7G0011570 Svm1G0020320 Svm1G0019650 Svm1G0020890
N025M03131	0.2173	0.180748	Svm3G0021310 Svm9G0019420 Svm4G0011560 Svm9G0000150 Svm2G0050320 Svm2G0019430 Svm5G0011130 Svm7G0006560 Svm7G0017320 Svm5G0031730 Svm9G0065400 Svm2G0052760 Svm3G0024400 Svm5G0006240 Svm3G0006750
N025M03132	0.1108	0.643404	Svm1G0001280 Svm3G0053810 Svm5G0027780 Svm5G0032870 Svm9G0021010 Svm3G0006310 Svm9G0023270 Svm4G0034670
N025M03133	0.1982	0.752582	Svm4G0037710 Svm2G0034390 Svm7G0027300 Svm2G0052250 Svm5G0010170 Svm2G0000800 Svm7G0029890 Svm3G0009680
N025M03134	0.1343	0.843839	Svm2G0010320 Svm2G0007110 Svm9G0064920 Svm5G0025200
N025M03135	0.1119	0.661948	Svm2G0037150 Svm9G0022440 Svm1G0038480 Svm5G0019950 Svm4G0002420
N025M03136	0.1045	0.969699	Svm5G0047530 Svm2G0035750 Svm2G0029080 Svm2G0044760
N025M03137	0.09850	0.798302	Svm2G0020720 Svm1G0022570 Svm8G0038900 Svm6G0011920 Svm9G0023130
N025M03138	0.1023	0.973985	Svm5G0039940 Svm4G0012490 Svm5G0000310 Svm5G0040650 Svm6G0024710 Svm9G0061070 Svm6G0029300 Svm5G0043010
N025M03139	0.2125	0.500000	Svm1G0036500 Svm5G0050150 Svm1G0016720 Svm9G0025850 Svm9G0050600 Svm9G0009320 Svm5G0022930
N025M03140	0.1692	0.921221	Svm1G0037260 Svm2G0053250 Svm7G0018540 Svm9G0011920 Svm1G0040000 Svm5G0014880 Svm4G0029910 Svm3G0012540 Svm2G0054570 Svm9G0011520 Svm3G0045060 Svm9G0066400 Svm6G0025490 Svm4G0010790 Svm5G0046160 Svm7G0032030
N025M03141	0.08230	0.808633	Svm7G0022460 Svm3G0037660 Svm4G0004870
N025M03142	0.1895	0.338052	Svm1G0010880 Svm9G0009330 Svm3G0026220 Svm1G0038090 Svm9G0039360
N025M03143	0.1797	0.599755	Svm3G0031890 Svm5G0049550 Svm6G0020380 Svm1G0033930 Svm1G0047030 Svm6G0008420 Svm5G0000210 Svm3G0035290 Svm9G0033020 Svm4G0021690 Svm5G0008260 Svm1G0048720 Svm2G0012190 Svm1G0048750
N025M03144	0.1105	0.904785	Svm4G0036460 Svm7G0029940 Svm7G0028040
N025M03145	0.1366	0.874923	Svm3G0000920 Svm6G0032940 Svm4G0023530 Svm8G0015950 Svm9G0068540 Svm1G0026030 Svm4G0037000
N025M03146	0.08119	0.808633	Svm4G0011030 Svm1G0002330 Svm2G0011060
N025M03147	0.1044	0.996297	Svm6G0032450 Svm8G0022080 Svm5G0031090 Svm9G0045450 Svm1G0041900 Svm4G0004310 Svm3G0033000 Svm9G0042430
N025M03148	0.1025	0.979543	Svm5G0050870 Svm5G0001660 Svm2G0014800 Svm5G0051980 Svm2G0002450 Svm2G0046640 Svm2G0030680
N025M03149	0.1409	0.834306	Svm1G0024980 Svm5G0045150 Svm8G0002110 Svm7G0023330 Svm4G0037950 Svm6G0002380 Svm2G0047650 Svm3G0030240 Svm1G0041780
N025M03150	0.09738	0.989158	Svm9G0048720 Svm5G0049970 Svm9G0052260 Svm8G0007540 Svm4G0032320 Svm4G0006330 Svm2G0001100 Svm6G0009800 Svm2G0001470
N025M03151	0.1617	0.967905	Svm9G0040240 Svm4G0036000 Svm5G0055730 Svm5G0053900 Svm5G0015180 Svm1G0034750 Svm9G0011470 Svm7G0017670 Svm4G0023220 Svm1G0000660 Svm5G0001190 Svm2G0023300 Svm4G0024870 Svm7G0039510 Svm4G0031660 Svm8G0011730 Svm5G0045570 Svm3G0022770
N025M03152	0.2160	0.438866	Svm4G0011560 Svm5G0003360 Svm9G0000150 Svm2G0050320 Svm2G0019430 Svm9G0027490 Svm5G0011130 Svm6G0009910 Svm7G0022460 Svm7G0022670 Svm3G0037660 Svm2G0001660 Svm4G0005540
N025M03153	0.1058	0.991441	Svm1G0040100 Svm6G0014030 Svm5G0011310 Svm5G0003660 Svm7G0039190 Svm1G0008420 Svm1G0033180 Svm3G0021010 Svm2G0029170
N025M03154	0.08009	0.999001	Svm8G0002490 Svm3G0050720 Svm5G0021830 Svm1G0016970 Svm3G0027610 Svm9G0067890 Svm8G0000630 Svm4G0039080 Svm5G0007980
N025M03155	0.1451	0.936096	Svm7G0006540 Svm2G0011840 Svm2G0051820 Svm2G0035300 Svm2G0046520 Svm3G0027830 Svm5G0028430 Svm1G0037500
N025M03156	0.1821	0.885117	Svm3G0028770 Svm5G0025270 Svm1G0047870 Svm2G0012270 Svm1G0008410 Svm4G0001050
N025M03157	0.2304	0.549514	Svm6G0009260 Svm4G0038140 Svm9G0054240 Svm9G0060260 Svm5G0003450 Svm4G0036250 Svm5G0009540 Svm1G0025150 Svm5G0006750 Svm7G0029690 Svm9G0047970 Svm4G0015020 Svm3G0010210 Svm2G0049340 Svm6G0009000
N025M03158	0.1396	0.977423	Svm2G0028030 Svm9G0005320 Svm3G0004700 Svm9G0041910 Svm3G0016660 Svm5G0006940 Svm6G0027270 Svm7G0037990 Svm4G0007690 Svm5G0046130
N025M03159	0.09045	0.808633	Svm9G0014830 Svm2G0053410 Svm4G0004370
N025M03160	0.2230	0.634805	Svm1G0045470 Svm3G0008570 Svm9G0000620 Svm2G0037380 Svm5G0057480 Svm4G0013560 Svm9G0024120 Svm7G0032370 Svm9G0028340 Svm6G0012380 Svm3G0051080 Svm8G0001910 Svm1G0035590 Svm1G0046810
N025M03161	0.1832	0.957559	Svm9G0066490 Svm2G0047510 Svm2G0009660 Svm7G0026800 Svm7G0038190 Svm9G0002710 Svm9G0012530 Svm1G0012320 Svm4G0022410 Svm1G0039490 Svm1G0035060 Svm9G0066280 Svm3G0016850 Svm6G0001080
N025M03162	0.2485	0.540846	Svm1G0007770 Svm5G0010400 Svm1G0044600 Svm8G0017560 Svm7G0004560 Svm8G0012660 Svm8G0024630 Svm5G0000990 Svm1G0036940 Svm7G0042350 Svm9G0049890 Svm9G0038240 Svm1G0033200
N025M03163	0.1413	0.655540	Svm9G0026160 Svm6G0029190 Svm2G0043420 Svm4G0005400 Svm9G0070630 Svm7G0043050
N025M03164	0.1696	0.997326	Svm5G0050420 Svm7G0022310 Svm4G0026410 Svm7G0006820 Svm1G0021250 Svm1G0005020 Svm5G0045090 Svm1G0014150 Svm5G0022020 Svm7G0020530 Svm9G0056780 Svm7G0036440 Svm9G0013890 Svm9G0063820 Svm1G0043250 Svm4G0036520 Svm3G0018020 Svm2G0023440 Svm7G0025370 Svm4G0005480 Svm4G0025400 Svm1G0007360 Svm3G0021950 Svm1G0041060 Svm2G0044950 Svm6G0034530 Svm6G0001430
N025M03165	0.1138	0.959572	Svm3G0052790 Svm3G0033580 Svm1G0025640
N025M03166	0.1026	0.972358	Svm4G0010780 Svm9G0026770 Svm7G0020470 Svm4G0023340 Svm4G0005520 Svm9G0038950 Svm1G0014100
N025M03167	0.07855	0.894962	Svm9G0049720 Svm2G0022370 Svm9G0044960 Svm9G0024210 Svm1G0041310
N025M03168	0.1457	0.943824	Svm5G0048400 Svm1G0040340 Svm5G0047020 Svm7G0021020
N025M03169	0.1534	0.973985	Svm2G0022120 Svm3G0018210 Svm2G0035500 Svm9G0052780 Svm1G0029160 Svm2G0041050 Svm9G0052010 Svm8G0003890
N025M03170	0.1707	0.957559	Svm4G0018880 Svm1G0022970 Svm5G0036930 Svm4G0011190 Svm5G0017310 Svm1G0001270 Svm1G0043660 Svm3G0043470 Svm7G0006160 Svm2G0016320 Svm3G0008820 Svm4G0036600 Svm9G0004680 Svm3G0042460
N025M03171	0.1709	0.954751	Svm5G0012530 Svm2G0008460 Svm7G0029110 Svm2G0008520 Svm3G0049290 Svm3G0049270 Svm9G0012610 Svm8G0021130 Svm2G0049310 Svm7G0012480 Svm2G0043370 Svm7G0036480 Svm3G0014010 Svm8G0033190 Svm3G0024570 Svm8G0009420 Svm9G0010260 Svm7G0040920
N025M03172	0.1334	0.885117	Svm1G0047420 Svm3G0053340 Svm8G0018040 Svm6G0003860 Svm6G0009450 Svm9G0013070
N025M03173	0.09833	0.989214	Svm2G0054980 Svm7G0028320 Svm2G0006010 Svm3G0018620 Svm2G0032100
N025M03174	0.1670	0.798302	Svm5G0019460 Svm5G0009940 Svm6G0020170 Svm7G0019710 Svm7G0035000
N025M03175	0.1391	0.933340	Svm7G0003620 Svm3G0019180 Svm1G0017780 Svm7G0036570 Svm3G0026980 Svm8G0035630 Svm9G0050630 Svm5G0005770 Svm7G0025740
N025M03176	0.1315	0.557383	Svm5G0056980 Svm1G0036270 Svm5G0033360 Svm9G0007270
N025M03177	0.1052	0.874923	Svm6G0033180 Svm9G0008180 Svm6G0026990 Svm2G0048890 Svm3G0009500 Svm1G0009090 Svm6G0012360
N025M03178	0.1745	0.970087	Svm1G0026010 Svm5G0008600 Svm3G0031430 Svm5G0019530 Svm2G0016010 Svm2G0039160 Svm4G0013900 Svm1G0049620 Svm2G0041070 Svm2G0042940 Svm5G0007690 Svm6G0026780 Svm5G0012680 Svm5G0034310 Svm8G0033910 Svm5G0026110 Svm5G0020970 Svm5G0009450 Svm5G0004630 Svm9G0046920 Svm3G0031420 Svm4G0020960 Svm5G0053280 Svm9G0020520 Svm5G0040760
N025M03179	0.1636	0.851023	Svm3G0050480 Svm9G0012530 Svm1G0012320 Svm1G0039490 Svm5G0027550 Svm3G0016850
N025M03180	0.2291	0.655540	Svm1G0025030 Svm1G0036210 Svm8G0028930 Svm9G0012510 Svm5G0019800 Svm1G0011570
N025M03181	0.2753	0.436119	Svm5G0028640 Svm3G0020640 Svm5G0039690 Svm2G0006610 Svm3G0010360 Svm9G0000960 Svm8G0015830 Svm1G0041750 Svm9G0053340 Svm2G0017640 Svm5G0007590 Svm1G0045180 Svm2G0037410 Svm1G0034290
N025M03182	0.1317	0.993018	Svm1G0034240 Svm3G0033310 Svm9G0040830 Svm8G0028080 Svm2G0053750 Svm2G0043710 Svm4G0027990 Svm1G0000730 Svm9G0032590 Svm5G0043800 Svm3G0034590 Svm6G0029400 Svm9G0027080 Svm4G0025290
N025M03183	0.1142	0.953652	Svm5G0023860 Svm7G0030400 Svm9G0009180 Svm3G0003370 Svm5G0018450 Svm9G0064110
N025M03184	0.1867	0.829132	Svm3G0046310 Svm5G0009980 Svm1G0023490 Svm3G0023860 Svm5G0008210 Svm1G0016910 Svm5G0058460 Svm1G0021340 Svm9G0051020 Svm1G0045500 Svm1G0015270 Svm4G0020830 Svm1G0018620 Svm3G0004600 Svm7G0024870 Svm7G0041210 Svm6G0008870 Svm9G0045790 Svm7G0004140 Svm3G0007150 Svm2G0053140 Svm2G0048480 Svm1G0011500 Svm9G0021490 Svm5G0040300
N025M03185	0.05799	0.993907	Svm8G0002210 Svm7G0042200 Svm6G0006390 Svm3G0028210 Svm4G0024210
N025M03186	0.1421	0.973049	Svm9G0028770 Svm2G0029800 Svm2G0040280 Svm5G0054180 Svm3G0007180 Svm8G0018240 Svm7G0001980 Svm7G0034490 Svm5G0026900 Svm4G0024310
N025M03187	0.1622	0.500000	Svm9G0019800 Svm5G0005510 Svm6G0014950 Svm5G0048410 Svm5G0032430 Svm2G0015460 Svm2G0020290 Svm9G0063580 Svm9G0056050
N025M03188	0.09215	0.969699	Svm7G0040770 Svm9G0031910 Svm8G0037360 Svm5G0002900
N025M03189	0.09752	0.969699	Svm4G0005100 Svm4G0022220 Svm7G0037980 Svm2G0046260
N025M03190	0.2580	0.191367	Svm1G0019960 Svm1G0020510 Svm2G0024620
N025M03191	0.1009	0.944019	Svm8G0024050 Svm2G0037370 Svm4G0035230 Svm3G0046450 Svm3G0003490 Svm4G0038810 Svm5G0053620 Svm1G0036720 Svm7G0000670
N025M03192	0.1786	0.500000	Svm8G0001130 Svm9G0025230 Svm9G0061110
N025M03193	0.1592	0.782135	Svm7G0004830 Svm1G0019680 Svm4G0026480 Svm8G0001110 Svm1G0019170 Svm4G0003560 Svm2G0007420 Svm4G0017240 Svm5G0014020 Svm3G0024360 Svm1G0008110 Svm7G0021020
N025M03194	0.1901	0.808381	Svm2G0041070 Svm6G0003810 Svm3G0053950 Svm2G0005660 Svm6G0000840 Svm6G0026780 Svm1G0024260 Svm9G0059000 Svm9G0040170 Svm9G0007410 Svm1G0020780 Svm8G0028610 Svm9G0023160
N025M03195	0.2618	0.726527	Svm2G0031690 Svm9G0031440 Svm9G0032720 Svm9G0053760 Svm4G0022380 Svm7G0017560 Svm1G0042410 Svm9G0000720 Svm9G0000460 Svm2G0001950 Svm5G0003910 Svm8G0008510 Svm5G0046740 Svm4G0030190 Svm4G0015510 Svm1G0042880 Svm3G0028180 Svm4G0032950 Svm2G0004230 Svm1G0033750 Svm3G0014860 Svm6G0034330 Svm2G0053730 Svm5G0058810 Svm8G0014140 Svm9G0045820 Svm6G0032040 Svm1G0041300 Svm1G0043270 Svm7G0003020 Svm7G0024040 Svm3G0049130 Svm9G0058620 Svm1G0042860 Svm9G0003420 Svm3G0001640 Svm3G0037970 Svm7G0011140 Svm4G0026920 Svm9G0055400 Svm5G0003400 Svm9G0033810 Svm9G0001480 Svm9G0056230 Svm9G0050540 Svm9G0070230 Svm5G0041790 Svm3G0011890 Svm2G0054790 Svm9G0047090 Svm3G0001290
N025M03196	0.2458	0.732192	Svm6G0020210 Svm6G0010140 Svm4G0023400 Svm3G0039230 Svm6G0006740 Svm9G0036260 Svm9G0012150 Svm7G0013650 Svm8G0021700 Svm1G0045230 Svm7G0034040 Svm5G0042310 Svm9G0011830 Svm4G0033380 Svm5G0053360 Svm3G0010180 Svm9G0040250 Svm1G0044660 Svm2G0035250 Svm2G0024140 Svm9G0065340 Svm5G0002700 Svm1G0047770 Svm1G0010380 Svm1G0022760 Svm7G0035290 Svm9G0045390 Svm9G0018110 Svm1G0025200 Svm7G0014230 Svm5G0027530
N025M03197	0.1507	0.863482	Svm4G0037710 Svm2G0034390 Svm7G0027300 Svm2G0052250 Svm1G0032490 Svm5G0010170 Svm2G0000800 Svm1G0006020 Svm7G0004950 Svm4G0039030
N025M03198	0.08375	0.990935	Svm4G0003390 Svm5G0010580 Svm9G0012520 Svm2G0025300 Svm5G0023090 Svm8G0035880 Svm9G0026010 Svm4G0004100
N025M03199	0.07291	0.959572	Svm6G0020840 Svm7G0013970 Svm5G0042760
N025M03200	0.1715	0.979190	Svm2G0007970 Svm3G0027020 Svm9G0051040 Svm4G0008830 Svm9G0026140 Svm3G0006520 Svm4G0033950 Svm3G0004170 Svm3G0030720 Svm9G0065650 Svm4G0009200 Svm8G0028500 Svm9G0025620 Svm4G0033960 Svm3G0001140 Svm3G0017820 Svm6G0005710 Svm1G0005680 Svm9G0039880 Svm1G0012950 Svm6G0015420 Svm8G0016780 Svm6G0007260 Svm7G0014690 Svm4G0027690
N025M03201	0.2860	0.407804	Svm1G0036870 Svm7G0009540 Svm2G0003520 Svm9G0061430 Svm7G0039070 Svm5G0040120 Svm2G0040780 Svm2G0057270 Svm3G0042910 Svm3G0023240 Svm6G0030390 Svm4G0007770 Svm7G0041800 Svm3G0029350 Svm3G0049270 Svm4G0005730 Svm7G0024950 Svm3G0003520 Svm1G0001460 Svm9G0018680 Svm9G0023200 Svm5G0054330 Svm8G0002660 Svm5G0007800 Svm9G0020080 Svm6G0010260 Svm9G0020350 Svm1G0026580 Svm2G0015110 Svm9G0011830 Svm5G0013090 Svm6G0029440 Svm8G0038230 Svm4G0006860 Svm2G0039890 Svm5G0054020 Svm3G0051280 Svm2G0003970 Svm2G0022250 Svm1G0046830 Svm4G0010810 Svm4G0011420 Svm6G0024360
N025M03202	0.1952	0.425053	Svm4G0029270 Svm4G0000970 Svm6G0032290 Svm3G0046890 Svm3G0046870 Svm5G0056040 Svm8G0024450 Svm4G0017390 Svm9G0023770 Svm4G0014800
N025M03203	0.1017	0.851023	Svm9G0031340 Svm1G0024990 Svm6G0000480 Svm6G0005130 Svm2G0005120 Svm3G0008330
N025M03204	0.1229	0.778607	Svm9G0011870 Svm9G0017520 Svm2G0026790 Svm5G0030770 Svm5G0005030 Svm6G0003030 Svm1G0049240
N025M03205	0.1577	0.973049	Svm9G0000280 Svm2G0029150 Svm4G0016170 Svm8G0036950 Svm2G0054820 Svm1G0023390 Svm8G0029300 Svm4G0016670 Svm8G0035350 Svm5G0020160
N025M03206	0.1408	0.807663	Svm7G0003850 Svm3G0051540 Svm7G0012330 Svm8G0029340 Svm7G0020150 Svm9G0033630 Svm9G0031780 Svm3G0010630 Svm5G0043810 Svm1G0010920
N025M03207	0.1137	0.969949	Svm7G0042740 Svm6G0029240 Svm6G0019990 Svm6G0008210 Svm4G0024700
N025M03208	0.1112	0.952654	Svm3G0035950 Svm9G0039680 Svm3G0016510 Svm5G0056960 Svm8G0028760
N025M03209	0.1499	0.633135	Svm4G0035600 Svm5G0003680 Svm7G0008110 Svm5G0047260 Svm6G0014510 Svm1G0041360 Svm9G0036320 Svm9G0008070 Svm3G0024430 Svm8G0030720
N025M03210	0.1281	0.668740	Svm9G0029510 Svm3G0024880 Svm2G0012230
N025M03211	0.1659	0.997445	Svm5G0033560 Svm1G0036790 Svm1G0011130 Svm1G0000880 Svm5G0019050 Svm7G0034080 Svm8G0017730 Svm4G0021320 Svm3G0049480 Svm9G0058920 Svm3G0046550 Svm3G0013520 Svm4G0002730 Svm6G0000750 Svm7G0039000 Svm2G0012520 Svm1G0018190 Svm2G0034940
N025M03212	0.07981	0.959572	Svm3G0002130 Svm2G0005470 Svm4G0033010
N025M03213	0.2004	0.951646	Svm1G0045620 Svm3G0011440 Svm6G0010180 Svm9G0022470 Svm3G0045340 Svm5G0021350 Svm8G0012070 Svm7G0022120 Svm1G0008060 Svm5G0019250 Svm6G0005020 Svm3G0013380 Svm6G0024620 Svm4G0024400 Svm3G0045330 Svm8G0003360 Svm5G0049750 Svm9G0057820
N025M03214	0.1755	0.929767	Svm7G0035450 Svm3G0009760 Svm5G0013380 Svm5G0000560 Svm7G0000550 Svm1G0037290 Svm9G0040430 Svm7G0035870 Svm2G0016370 Svm3G0007380
N025M03215	0.1698	0.731750	Svm6G0010970 Svm9G0048440 Svm5G0006040 Svm7G0016640 Svm2G0023100 Svm8G0001180 Svm1G0047990 Svm1G0038810 Svm3G0015840
N025M03216	0.1217	0.668740	Svm3G0042570 Svm2G0019220 Svm9G0014790
N025M03217	0.1475	0.961552	Svm9G0060290 Svm5G0012570 Svm6G0032040 Svm7G0033650 Svm7G0021590 Svm3G0037970 Svm4G0027060 Svm2G0018640 Svm4G0035330 Svm5G0041790 Svm3G0011890 Svm3G0041850 Svm3G0009750 Svm1G0042120
N025M03218	0.1739	0.582734	Svm8G0014560 Svm2G0032140 Svm2G0016610 Svm7G0033090 Svm3G0013030
N025M03219	0.2135	0.886638	Svm5G0005490 Svm6G0031700 Svm9G0018830 Svm8G0019060 Svm3G0018230 Svm4G0014540 Svm8G0008020 Svm4G0035210 Svm1G0005730 Svm9G0021690 Svm5G0011130 Svm9G0043540 Svm3G0047260 Svm2G0030220 Svm2G0012260 Svm5G0052310 Svm1G0038080 Svm4G0033190 Svm9G0031370 Svm6G0030800 Svm3G0007570 Svm5G0004880
N025M03220	0.6637	0.00000	Svm5G0001690 Svm8G0008470 Svm5G0017970 Svm7G0012040 Svm5G0039860 Svm2G0007770 Svm6G0005870 Svm7G0003190 Svm6G0033430 Svm6G0000560 Svm2G0010980 Svm5G0057510 Svm2G0040000 Svm4G0028860 Svm7G0016100 Svm1G0036560 Svm5G0040490 Svm3G0025460 Svm9G0023460 Svm4G0034080 Svm5G0010310 Svm9G0034360 Svm1G0007890 Svm5G0004580 Svm5G0045710 Svm7G0011440 Svm5G0011670 Svm6G0018070 Svm9G0005900 Svm9G0005950 Svm9G0021050 Svm5G0043350 Svm9G0012600 Svm9G0019540 Svm4G0000910 Svm9G0048250 Svm4G0036620 Svm6G0019280 Svm1G0044210 Svm1G0037330 Svm7G0030660 Svm8G0027120 Svm3G0034800 Svm3G0021310 Svm8G0027140 Svm5G0010480 Svm5G0019700 Svm8G0015530 Svm1G0036660 Svm2G0007760 Svm3G0007740 Svm4G0022210 Svm9G0054870 Svm5G0026990 Svm4G0018640 Svm4G0001150 Svm9G0019420 Svm4G0006270 Svm9G0023530 Svm6G0017000 Svm3G0031950 Svm3G0019630 Svm5G0038920 Svm3G0021570 Svm9G0002860 Svm9G0062580 Svm9G0008770 Svm4G0033610 Svm3G0021590 Svm3G0031890 Svm9G0003620 Svm9G0019090 Svm9G0042500 Svm6G0024400 Svm9G0032390 Svm9G0065470 Svm4G0009740 Svm2G0050900 Svm3G0007110 Svm8G0005840 Svm9G0011090 Svm3G0027530 Svm4G0018410 Svm6G0004910 Svm1G0047030 Svm2G0012200 Svm1G0045690 Svm7G0023210 Svm2G0038830 Svm3G0026870 Svm9G0031470 Svm4G0001970 Svm6G0018050 Svm4G0009070 Svm7G0041980 Svm3G0035290 Svm9G0033020 Svm5G0051900 Svm6G0026730 Svm3G0023130 Svm7G0016050
